,Location,Number of rooms,Floor number,Area of apartment,Price,Currency,Date,Condition,Document status
9612,İnşaatçılar m.,3 otaqlı,10/12 mərtəbə,118 m²,192 000,AZN,2024-11-15,Təmirli,Çıxarış var
9613,Qara Qarayev m.,2 otaqlı,4/16 mərtəbə,69 m²,160 000,AZN,2024-10-10,Təmirsiz,Çıxarış var
9614,Elmlər Akademiyası m.,4 otaqlı,15/18 mərtəbə,172 m²,494 500,AZN,2024-09-24,Təmirli,Çıxarış var
9615,Qara Qarayev m.,3 otaqlı,11/16 mərtəbə,103 m²,215 000,AZN,2024-11-05,Təmirsiz,Çıxarış var
9616,8 Noyabr m.,2 otaqlı,16/19 mərtəbə,84 m²,195 000,AZN,2024-11-15,Təmirli,Çıxarış var
9617,Nəriman Nərimanov m.,3 otaqlı,14/15 mərtəbə,72 m²,220 000,AZN,2024-11-09,Təmirli,Müqavilə
9618,Ağ şəhər q.,3 otaqlı,1/8 mərtəbə,113 m²,485 000,AZN,2024-10-14,Təmirsiz,Müqavilə
9619,Binəqədi r.,3 otaqlı,13/14 mərtəbə,160 m²,300 000,AZN,2024-11-15,Təmirli,Çıxarış var
9620,Nəsimi r.,3 otaqlı,5/10 mərtəbə,120 m²,369 500,AZN,2024-06-13,Təmirli,Çıxarış var
9621,Qara Qarayev m.,3 otaqlı,10/17 mərtəbə,107 m²,265 000,AZN,2024-09-04,Təmirli,Çıxarış var
9622,28 May m.,4 otaqlı,9/16 mərtəbə,230 m²,650 000,AZN,2024-04-07,Təmirsiz,Çıxarış var
9623,Avtovağzal m.,3 otaqlı,13/19 mərtəbə,115 m²,198 500,AZN,2024-07-28,Təmirli,Çıxarış var
9624,Qara Qarayev m.,2 otaqlı,7/14 mərtəbə,98 m²,195 000,AZN,2024-10-16,Təmirli,Çıxarış var
9625,28 May m.,3 otaqlı,15/18 mərtəbə,100 m²,249 900,AZN,2024-10-28,Təmirli,Çıxarış var
9626,Məmmədli q.,3 otaqlı,5/9 mərtəbə,100 m²,113 500,AZN,2023-12-27,Təmirli,Çıxarış var
9627,Şah İsmayıl Xətai m.,3 otaqlı,12/15 mərtəbə,137 m²,340 000,AZN,2024-11-15,Təmirli,Çıxarış var
9628,Şah İsmayıl Xətai m.,4 otaqlı,9/25 mərtəbə,184 m²,423 000,AZN,2024-11-15,Təmirli,Müqavilə
9629,Qara Qarayev m.,2 otaqlı,14/17 mərtəbə,55 m²,93 000,AZN,2024-11-15,Təmirli,Çıxarış var
9630,20 Yanvar m.,3 otaqlı,6/18 mərtəbə,125 m²,275 000,AZN,2024-11-15,Təmirli,Çıxarış var
9631,İnşaatçılar m.,3 otaqlı,3/18 mərtəbə,135 m²,349 800,AZN,2024-11-15,Təmirli,Çıxarış var
9632,Gənclik m.,3 otaqlı,12/16 mərtəbə,130 m²,375 000,AZN,2024-11-20,Təmirli,Çıxarış var
9633,Bakıxanov q.,4 otaqlı,11/14 mərtəbə,165 m²,199 000,AZN,2024-11-17,Təmirli,Çıxarış var
9634,7-ci mikrorayon q.,3 otaqlı,15/17 mərtəbə,99.7 m²,219 340,AZN,2023-08-30,Təmirsiz,Çıxarış var
9635,8 Noyabr m.,4 otaqlı,14/14 mərtəbə,180 m²,160 000,AZN,2024-11-19,Təmirsiz,Çıxarış var
9636,Qara Qarayev m.,2 otaqlı,11/16 mərtəbə,60 m²,162 000,AZN,2024-09-07,Təmirli,Müqavilə
9637,28 May m.,2 otaqlı,18/20 mərtəbə,104 m²,450 000,AZN,2024-09-13,Təmirli,Çıxarış var
9638,Şah İsmayıl Xətai m.,2 otaqlı,8/16 mərtəbə,85 m²,210 000,AZN,2024-11-15,Təmirsiz,Çıxarış var
9639,Qara Qarayev m.,3 otaqlı,8/15 mərtəbə,95 m²,248 000,AZN,2024-10-10,Təmirli,Müqavilə
9640,Qara Qarayev m.,4 otaqlı,5/16 mərtəbə,125 m²,275 000,AZN,2024-11-15,Təmirli,Çıxarış var
9641,Həzi Aslanov m.,2 otaqlı,10/17 mərtəbə,57 m²,142 000,AZN,2024-11-15,Təmirli,Çıxarış var
9642,Elmlər Akademiyası m.,4 otaqlı,3/18 mərtəbə,147 m²,480 000,AZN,2024-11-15,Təmirli,Çıxarış var
9643,Xalqlar Dostluğu m.,2 otaqlı,7/17 mərtəbə,75.4 m²,187 000,AZN,2024-11-13,Təmirli,Çıxarış var
9644,Nəriman Nərimanov m.,3 otaqlı,17/17 mərtəbə,145 m²,300 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9645,Nizami m.,3 otaqlı,7/17 mərtəbə,155 m²,616 000,AZN,2024-11-15,Təmirli,Çıxarış var
9646,Xətai r.,2 otaqlı,6/19 mərtəbə,74 m²,149 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9647,Elmlər Akademiyası m.,3 otaqlı,5/18 mərtəbə,125 m²,270 000,AZN,2024-07-15,Təmirli,Çıxarış var
9648,Şah İsmayıl Xətai m.,4 otaqlı,11/25 mərtəbə,202 m²,464 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9649,Həzi Aslanov m.,2 otaqlı,12/13 mərtəbə,81 m²,173 000,AZN,2024-09-16,Təmirli,Müqavilə
9650,Elmlər Akademiyası m.,3 otaqlı,12/17 mərtəbə,96 m²,385 000,AZN,2024-10-26,Təmirli,Müqavilə
9651,28 May m.,2 otaqlı,8/16 mərtəbə,77 m²,229 900,AZN,2024-07-25,Təmirli,Çıxarış var
9652,Nəriman Nərimanov m.,2 otaqlı,6/16 mərtəbə,68 m²,198 000,AZN,2024-09-05,Təmirli,Müqavilə
9653,28 May m.,2 otaqlı,2/18 mərtəbə,100 m²,255 000,AZN,2024-11-11,Təmirsiz,Çıxarış var
9654,Nəsimi r.,3 otaqlı,15/20 mərtəbə,98 m²,315 000,AZN,2024-09-05,Təmirli,Müqavilə
9655,Gənclik m.,4 otaqlı,4/16 mərtəbə,168 m²,330 000,AZN,2024-11-15,Təmirli,Çıxarış var
9656,Səbail r.,3 otaqlı,3/6 mərtəbə,90 m²,215 000,AZN,2024-11-15,Təmirli,Çıxarış var
9657,Həzi Aslanov m.,3 otaqlı,4/12 mərtəbə,130 m²,285 000,AZN,2024-11-15,Təmirli,Müqavilə
9658,Şah İsmayıl Xətai m.,3 otaqlı,11/18 mərtəbə,155 m²,345 000,AZN,2024-06-08,Təmirli,Çıxarış var
9659,Şah İsmayıl Xətai m.,2 otaqlı,7/20 mərtəbə,68.2 m²,207 000,AZN,2024-11-15,Təmirli,Çıxarış var
9660,Bayıl q.,3 otaqlı,3/18 mərtəbə,153 m²,299 000,AZN,2024-02-13,Təmirsiz,Çıxarış var
9661,20 Yanvar m.,2 otaqlı,7/19 mərtəbə,92 m²,210 000,AZN,2024-11-18,Təmirli,Çıxarış var
9662,Nərimanov r.,3 otaqlı,3/11 mərtəbə,111 m²,310 000,AZN,2024-10-14,Təmirli,Müqavilə
9663,20 Yanvar m.,2 otaqlı,2/20 mərtəbə,47.2 m²,133 576,AZN,2024-06-25,Təmirli,Müqavilə
9664,Koroğlu m.,3 otaqlı,13/16 mərtəbə,146.4 m²,326 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9665,28 May m.,2 otaqlı,6/19 mərtəbə,100 m²,308 000,AZN,2024-11-15,Təmirli,Çıxarış var
9666,Xətai r.,2 otaqlı,18/19 mərtəbə,52 m²,165 000,AZN,2024-11-15,Təmirli,Çıxarış var
9667,Şah İsmayıl Xətai m.,3 otaqlı,12/16 mərtəbə,137 m²,340 000,AZN,2024-11-15,Təmirli,Çıxarış var
9668,Gənclik m.,3 otaqlı,14/14 mərtəbə,107 m²,247 000,AZN,2024-11-14,Təmirli,Çıxarış var
9669,Nəsimi r.,2 otaqlı,5/22 mərtəbə,60 m²,115 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9670,Zığ q.,3 otaqlı,6/11 mərtəbə,95 m²,143 000,AZN,2024-11-02,Təmirli,Müqavilə
9671,Gənclik m.,3 otaqlı,4/9 mərtəbə,80 m²,180 000,AZN,2024-11-15,Təmirli,Çıxarış var
9672,Zığ q.,2 otaqlı,8/11 mərtəbə,58 m²,94 000,AZN,2024-09-25,Təmirli,Müqavilə
9673,Qara Qarayev m.,3 otaqlı,11/16 mərtəbə,75 m²,183 000,AZN,2024-10-13,Təmirli,Çıxarış var
9674,Zığ q.,2 otaqlı,9/11 mərtəbə,52 m²,93 900,AZN,2024-10-21,Təmirli,Müqavilə
9675,Nəriman Nərimanov m.,2 otaqlı,2/16 mərtəbə,98 m²,255 000,AZN,2024-11-15,Təmirli,Çıxarış var
9676,Nizami m.,3 otaqlı,11/16 mərtəbə,132 m²,680 000,AZN,2024-09-24,Təmirli,Çıxarış var
9677,Nəsimi r.,3 otaqlı,18/19 mərtəbə,175 m²,230 000,AZN,2024-11-15,Təmirli,Müqavilə
9678,Badamdar q.,2 otaqlı,14/16 mərtəbə,63 m²,135 000,AZN,2024-09-06,Təmirsiz,Müqavilə
9679,Koroğlu m.,2 otaqlı,15/16 mərtəbə,108.2 m²,240 000,AZN,2024-11-21,Təmirsiz,Müqavilə
9680,Masazır q.,3 otaqlı,3/6 mərtəbə,82 m²,105 000,AZN,2024-09-15,Təmirli,Çıxarış var
9681,Şah İsmayıl Xətai m.,4 otaqlı,8/24 mərtəbə,184 m²,390 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9682,Xalqlar Dostluğu m.,3 otaqlı,17/19 mərtəbə,121 m²,180 000,AZN,2024-11-15,Təmirsiz,Çıxarış var
9683,Həzi Aslanov m.,4 otaqlı,12/20 mərtəbə,100 m²,187 000,AZN,2024-11-15,Təmirli,Çıxarış var
9684,Nəsimi r.,3 otaqlı,6/11 mərtəbə,130 m²,370 000,AZN,2024-11-15,Təmirli,Çıxarış var
9685,Bakıxanov q.,3 otaqlı,3/8 mərtəbə,84 m²,165 000,AZN,2024-11-15,Təmirli,Müqavilə
9686,Nəriman Nərimanov m.,3 otaqlı,8/17 mərtəbə,180 m²,515 000,AZN,2024-11-15,Təmirli,Müqavilə
9687,Nəsimi r.,4 otaqlı,7/18 mərtəbə,206 m²,659 000,AZN,2023-09-03,Təmirsiz,Çıxarış var
9688,Nəriman Nərimanov m.,2 otaqlı,14/15 mərtəbə,102 m²,233 000,AZN,2024-11-20,Təmirli,Çıxarış var
9689,Nəsimi r.,2 otaqlı,14/21 mərtəbə,87 m²,289 900,AZN,2024-11-06,Təmirli,Çıxarış var
9690,Həzi Aslanov m.,2 otaqlı,14/19 mərtəbə,65 m²,145 000,AZN,2024-11-19,Təmirli,Çıxarış var
9691,Şah İsmayıl Xətai m.,2 otaqlı,14/20 mərtəbə,91 m²,279 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
9692,Qara Qarayev m.,2 otaqlı,4/16 mərtəbə,75.5 m²,175 000,AZN,2024-11-06,Təmirli,Çıxarış var
9693,Nəsimi r.,4 otaqlı,5/18 mərtəbə,220 m²,704 000,AZN,2023-09-03,Təmirsiz,Çıxarış var
9694,Nərimanov r.,3 otaqlı,12/16 mərtəbə,90 m²,261 000,AZN,2024-11-15,Təmirli,Çıxarış var
9695,Səbail r.,2 otaqlı,16/17 mərtəbə,70 m²,165 000,AZN,2024-09-12,Təmirli,Çıxarış var
9696,Həzi Aslanov m.,3 otaqlı,3/14 mərtəbə,135 m²,280 000,AZN,2024-11-15,Təmirli,Çıxarış var
9697,Elmlər Akademiyası m.,3 otaqlı,11/18 mərtəbə,89 m²,210 000,AZN,2024-11-15,Təmirli,Çıxarış var
9698,Memar Əcəmi m.,3 otaqlı,13/16 mərtəbə,120 m²,220 000,AZN,2024-10-07,Təmirli,Çıxarış var
9699,28 May m.,3 otaqlı,6/18 mərtəbə,92 m²,279 000,AZN,2024-11-14,Təmirsiz,Müqavilə
9700,Memar Əcəmi m.,3 otaqlı,12/18 mərtəbə,120 m²,265 000,AZN,2024-11-15,Təmirli,Çıxarış var
9701,Nərimanov r.,3 otaqlı,10/15 mərtəbə,101 m²,325 000,AZN,2024-08-27,Təmirli,Müqavilə
9702,Azadlıq Prospekti m.,3 otaqlı,17/18 mərtəbə,103 m²,203 000,AZN,2024-11-15,Təmirli,Müqavilə
9703,Nizami m.,2 otaqlı,2/16 mərtəbə,70 m²,200 000,AZN,2024-11-13,Təmirli,Çıxarış var
9704,İnşaatçılar m.,4 otaqlı,16/17 mərtəbə,159 m²,315 000,AZN,2024-11-15,Təmirli,Çıxarış var
9705,Nərimanov r.,3 otaqlı,3/14 mərtəbə,85 m²,265 000,AZN,2024-10-09,Təmirli,Müqavilə
9706,Şah İsmayıl Xətai m.,4 otaqlı,12/16 mərtəbə,160 m²,352 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9707,Nəsimi r.,3 otaqlı,4/18 mərtəbə,86 m²,305 000,AZN,2024-11-11,Təmirli,Çıxarış var
9708,Nəsimi r.,5 otaqlı,15/15 mərtəbə,214 m²,550 000,AZN,2024-10-15,Təmirli,Çıxarış var
9709,28 May m.,3 otaqlı,15/15 mərtəbə,165 m²,420 000,AZN,2024-10-15,Təmirli,Çıxarış var
9710,Əhmədli m.,4 otaqlı,7/18 mərtəbə,142 m²,298 000,AZN,2024-11-15,Təmirli,Müqavilə
9711,Nəsimi r.,4 otaqlı,4/14 mərtəbə,171 m²,550 000,AZN,2024-10-16,Təmirli,Çıxarış var
9712,20 Yanvar m.,3 otaqlı,5/15 mərtəbə,75 m²,195 000,AZN,2024-10-14,Təmirli,Çıxarış var
9713,Nizami r.,3 otaqlı,8/16 mərtəbə,117 m²,266 000,AZN,2024-11-15,Təmirli,Çıxarış var
9714,Nərimanov r.,2 otaqlı,15/16 mərtəbə,85 m²,250 000,AZN,2024-05-06,Təmirli,Çıxarış var
9715,Nəsimi r.,2 otaqlı,8/17 mərtəbə,74 m²,215 000,AZN,2024-11-15,Təmirli,Müqavilə
9716,Nəsimi r.,4 otaqlı,17/17 mərtəbə,194.5 m²,622 400,AZN,2023-10-03,Təmirsiz,Çıxarış var
9717,Elmlər Akademiyası m.,5 otaqlı,13/16 mərtəbə,210.5 m²,510 000,AZN,2024-06-15,Təmirli,Çıxarış var
9718,8 Noyabr m.,2 otaqlı,15/19 mərtəbə,66 m²,185 000,AZN,2024-11-22,Təmirli,Müqavilə
9719,Neftçilər m.,3 otaqlı,9/17 mərtəbə,132 m²,325 000,AZN,2024-11-18,Təmirli,Çıxarış var
9720,Xətai r.,4 otaqlı,11/17 mərtəbə,158 m²,274 999,AZN,2024-09-16,Təmirsiz,Çıxarış var
9721,Nizami m.,3 otaqlı,9/23 mərtəbə,175 m²,430 000,AZN,2024-11-15,Təmirli,Çıxarış var
9722,28 May m.,2 otaqlı,11/19 mərtəbə,87 m²,234 000,AZN,2024-11-15,Təmirli,Müqavilə
9723,Nəriman Nərimanov m.,3 otaqlı,11/15 mərtəbə,106 m²,329 000,AZN,2024-09-11,Təmirli,Müqavilə
9724,Yasamal r.,3 otaqlı,12/18 mərtəbə,107 m²,270 000,AZN,2023-01-19,Təmirsiz,Çıxarış var
9725,Həzi Aslanov m.,3 otaqlı,13/16 mərtəbə,130 m²,254 000,AZN,2024-09-13,Təmirli,Çıxarış var
9726,Şah İsmayıl Xətai m.,2 otaqlı,18/20 mərtəbə,95 m²,242 000,AZN,2024-11-15,Təmirli,Çıxarış var
9727,İnşaatçılar m.,3 otaqlı,8/22 mərtəbə,137 m²,385 000,AZN,2024-09-10,Təmirli,Çıxarış var
9728,Yeni Yasamal q.,3 otaqlı,5/17 mərtəbə,85 m²,175 000,AZN,2024-05-03,Təmirsiz,Çıxarış var
9729,28 May m.,1 otaqlı,5/17 mərtəbə,54 m²,144 000,AZN,2024-11-15,Təmirli,Müqavilə
9730,İnşaatçılar m.,3 otaqlı,14/19 mərtəbə,125 m²,235 000,AZN,2024-11-01,Təmirli,Çıxarış var
9731,28 May m.,2 otaqlı,3/18 mərtəbə,100 m²,260 000,AZN,2024-11-15,Təmirsiz,Çıxarış var
9732,Nizami m.,3 otaqlı,9/22 mərtəbə,174 m²,430 000,AZN,2024-09-14,Təmirli,Çıxarış var
9733,8 Noyabr m.,4 otaqlı,8/9 mərtəbə,160 m²,320 000,AZN,2024-11-15,Təmirsiz,Çıxarış var
9734,28 May m.,4 otaqlı,18/21 mərtəbə,217 m²,520 000,AZN,2024-11-15,Təmirli,Müqavilə
9735,Nərimanov r.,3 otaqlı,12/16 mərtəbə,90 m²,262 000,AZN,2024-11-15,Təmirli,Çıxarış var
9736,Ağ şəhər q.,4 otaqlı,7/8 mərtəbə,137.6 m²,495 000,AZN,2024-10-08,Təmirsiz,Müqavilə
9737,Nərimanov r.,3 otaqlı,3/6 mərtəbə,105 m²,241 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
9738,Nəsimi r.,3 otaqlı,6/16 mərtəbə,97.6 m²,380 000,AZN,2024-11-15,Təmirli,Çıxarış var
9739,Nəsimi r.,2 otaqlı,4/19 mərtəbə,80 m²,221 000,AZN,2024-09-16,Təmirli,Çıxarış var
9740,28 May m.,4 otaqlı,16/23 mərtəbə,200 m²,435 000,AZN,2024-11-15,Təmirsiz,Müqavilə
9741,Qara Qarayev m.,3 otaqlı,6/17 mərtəbə,110 m²,259 000,AZN,2024-08-27,Təmirli,Çıxarış var
9742,Yasamal r.,3 otaqlı,6/10 mərtəbə,130 m²,310 000,AZN,2024-07-08,Təmirli,Çıxarış var
9743,8 Noyabr m.,4 otaqlı,4/19 mərtəbə,115 m²,269 000,AZN,2024-07-17,Təmirli,Çıxarış var
9744,8 Noyabr m.,2 otaqlı,8/27 mərtəbə,65 m²,225 000,AZN,2024-11-15,Təmirli,Çıxarış var
9745,Nizami m.,3 otaqlı,14/16 mərtəbə,163 m²,502 040,AZN,2024-11-06,Təmirsiz,Müqavilə
9746,Nardaran q.,3 otaqlı,4/7 mərtəbə,150.4 m²,485 792,AZN,2024-08-06,Təmirsiz,Müqavilə
9747,Əhmədli m.,3 otaqlı,12/16 mərtəbə,91 m²,135 000,AZN,2024-11-20,Təmirli,Müqavilə
9748,İnşaatçılar m.,2 otaqlı,17/17 mərtəbə,60 m²,123 000,AZN,2024-11-15,Təmirli,Çıxarış var
9749,Nəriman Nərimanov m.,3 otaqlı,7/12 mərtəbə,100 m²,330 000,AZN,2024-10-17,Təmirli,Çıxarış var
9750,Badamdar q.,3 otaqlı,16/17 mərtəbə,90 m²,211 000,AZN,2024-08-05,Təmirli,Müqavilə
9751,Şah İsmayıl Xətai m.,2 otaqlı,6/16 mərtəbə,80 m²,250 000,AZN,2024-08-22,Təmirli,Müqavilə
9752,Elmlər Akademiyası m.,4 otaqlı,6/15 mərtəbə,135 m²,450 000,AZN,2024-11-15,Təmirli,Çıxarış var
9753,Nəsimi m.,3 otaqlı,10/16 mərtəbə,105 m²,205 000,AZN,2024-11-02,Təmirli,Çıxarış var
9754,8 Noyabr m.,3 otaqlı,16/20 mərtəbə,95 m²,300 000,AZN,2024-09-24,Təmirli,Çıxarış var
9755,8 Noyabr m.,2 otaqlı,4/17 mərtəbə,70 m²,220 000,AZN,2024-10-19,Təmirli,Müqavilə
9756,Nizami m.,2 otaqlı,18/20 mərtəbə,78 m²,250 000,AZN,2024-10-25,Təmirli,Çıxarış var
9757,Nərimanov r.,2 otaqlı,12/18 mərtəbə,85 m²,263 000,AZN,2024-10-21,Təmirli,Müqavilə
9758,Həzi Aslanov m.,2 otaqlı,12/17 mərtəbə,63 m²,120 000,AZN,2024-11-15,Təmirli,Çıxarış var
9759,Nəsimi m.,3 otaqlı,5/16 mərtəbə,80 m²,185 000,AZN,2024-11-15,Təmirli,Çıxarış var
9760,Neftçilər m.,3 otaqlı,4/12 mərtəbə,125 m²,312 000,AZN,2024-11-15,Təmirli,Çıxarış var
9761,Nizami m.,2 otaqlı,11/16 mərtəbə,87.3 m²,261 900,AZN,2024-10-16,Təmirsiz,Çıxarış var
9762,Elmlər Akademiyası m.,3 otaqlı,3/16 mərtəbə,130 m²,320 000,AZN,2024-10-15,Təmirli,Çıxarış var
9763,8 Noyabr m.,3 otaqlı,8/27 mərtəbə,145 m²,415 000,AZN,2024-10-14,Təmirsiz,Çıxarış var
9764,20 Yanvar m.,2 otaqlı,6/20 mərtəbə,47.8 m²,130 000,AZN,2024-10-11,Təmirli,Çıxarış var
9765,Yeni Yasamal q.,2 otaqlı,6/16 mərtəbə,83 m²,190 000,AZN,2024-11-15,Təmirli,Çıxarış var
9766,Şah İsmayıl Xətai m.,3 otaqlı,17/20 mərtəbə,158 m²,360 000,AZN,2024-11-15,Təmirli,Çıxarış var
9767,İnşaatçılar m.,2 otaqlı,16/16 mərtəbə,80 m²,165 000,AZN,2024-09-10,Təmirli,Çıxarış var
9768,Yeni Yasamal q.,3 otaqlı,13/13 mərtəbə,97 m²,155 000,AZN,2024-11-15,Təmirli,Çıxarış var
9769,Şah İsmayıl Xətai m.,3 otaqlı,15/16 mərtəbə,140 m²,330 000,AZN,2024-07-16,Təmirli,Çıxarış var
9770,Yasamal r.,3 otaqlı,20/20 mərtəbə,175 m²,250 000,AZN,2024-09-27,Təmirli,Çıxarış var
9771,Ağ şəhər q.,3 otaqlı,2/8 mərtəbə,160 m²,688 000,AZN,2024-11-15,Təmirsiz,Çıxarış var
9772,Badamdar q.,3 otaqlı,14/18 mərtəbə,143 m²,310 000,AZN,2024-11-19,Təmirli,Çıxarış var
9773,Şah İsmayıl Xətai m.,4 otaqlı,2/7 mərtəbə,174 m²,455 999,AZN,2024-01-07,Təmirli,Çıxarış var
9774,Həzi Aslanov m.,2 otaqlı,10/16 mərtəbə,82.4 m²,150 000,AZN,2024-11-12,Təmirsiz,Çıxarış var
9775,Binəqədi q.,3 otaqlı,7/14 mərtəbə,87 m²,121 800,AZN,2024-11-19,Təmirsiz,Müqavilə
9776,Nəsimi r.,5 otaqlı,6/12 mərtəbə,187 m²,549 000,AZN,2024-10-15,Təmirli,Çıxarış var
9777,Nərimanov r.,3 otaqlı,14/14 mərtəbə,107 m²,247 000,AZN,2024-10-03,Təmirli,Müqavilə
9778,İnşaatçılar m.,3 otaqlı,9/19 mərtəbə,112 m²,235 000,AZN,2024-04-17,Təmirli,Çıxarış var
9779,28 May m.,4 otaqlı,7/17 mərtəbə,148.3 m²,435 000,AZN,2024-10-15,Təmirsiz,Müqavilə
9780,Nəriman Nərimanov m.,3 otaqlı,16/17 mərtəbə,115 m²,290 000,AZN,2024-11-15,Təmirli,Çıxarış var
9781,Nəriman Nərimanov m.,4 otaqlı,16/16 mərtəbə,250 m²,755 000,AZN,2024-06-11,Təmirsiz,Çıxarış var
9782,Neftçilər m.,2 otaqlı,17/18 mərtəbə,71 m²,163 000,AZN,2024-11-18,Təmirsiz,Çıxarış var
9783,İnşaatçılar m.,2 otaqlı,6/9 mərtəbə,65 m²,145 000,AZN,2024-10-16,Təmirli,Çıxarış var
9784,8 Noyabr m.,3 otaqlı,16/17 mərtəbə,143 m²,292 000,AZN,2024-11-15,Təmirli,Çıxarış var
9785,20 Yanvar m.,3 otaqlı,11/16 mərtəbə,94 m²,190 000,AZN,2024-10-16,Təmirli,Çıxarış var
9786,Şah İsmayıl Xətai m.,4 otaqlı,17/21 mərtəbə,190.5 m²,378 000,AZN,2024-02-20,Təmirli,Çıxarış var
9787,Nizami m.,4 otaqlı,17/23 mərtəbə,175 m²,600 000,AZN,2024-11-15,Təmirli,Çıxarış var
9788,İçəri Şəhər m.,4 otaqlı,10/21 mərtəbə,220.5 m²,700 000,AZN,2024-06-01,Təmirli,Çıxarış var
9789,Nəsimi r.,4 otaqlı,11/19 mərtəbə,158 m²,395 000,AZN,2024-08-10,Təmirsiz,Müqavilə
9790,Xətai r.,2 otaqlı,8/17 mərtəbə,56 m²,145 000,AZN,2024-09-17,Təmirli,Çıxarış var
9791,8 Noyabr m.,3 otaqlı,24/27 mərtəbə,108 m²,375 000,AZN,2024-10-31,Təmirli,Çıxarış var
9792,Yeni Yasamal q.,3 otaqlı,14/20 mərtəbə,82 m²,175 000,AZN,2024-11-11,Təmirli,Müqavilə
9793,Gənclik m.,3 otaqlı,14/17 mərtəbə,85 m²,220 500,AZN,2024-11-15,Təmirli,Çıxarış var
9794,Nərimanov r.,3 otaqlı,14/14 mərtəbə,110 m²,247 000,AZN,2024-08-15,Təmirli,Müqavilə
9795,9-cu mikrorayon q.,2 otaqlı,2/12 mərtəbə,55 m²,130 000,AZN,2024-09-16,Təmirli,Çıxarış var
9796,Şah İsmayıl Xətai m.,3 otaqlı,12/18 mərtəbə,142 m²,410 000,AZN,2024-10-12,Təmirli,Çıxarış var
9797,Nəsimi m.,3 otaqlı,18/19 mərtəbə,95 m²,195 000,AZN,2024-11-15,Təmirli,Çıxarış var
9798,20 Yanvar m.,3 otaqlı,6/10 mərtəbə,130 m²,320 000,AZN,2024-11-14,Təmirli,Çıxarış var
9799,Yasamal q.,4 otaqlı,5/16 mərtəbə,154 m²,300 000,AZN,2024-11-14,Təmirli,Çıxarış var
9800,28 May m.,3 otaqlı,14/16 mərtəbə,108.8 m²,326 460,AZN,2024-06-05,Təmirsiz,Müqavilə
9801,Şah İsmayıl Xətai m.,3 otaqlı,18/19 mərtəbə,95 m²,241 000,AZN,2024-11-21,Təmirli,Müqavilə
9802,Hövsan q.,2 otaqlı,8/9 mərtəbə,59 m²,74 000,AZN,2024-11-18,Təmirli,Müqavilə
9803,8 Noyabr m.,2 otaqlı,9/16 mərtəbə,89.7 m²,240 396,AZN,2023-11-15,Təmirsiz,Müqavilə
9804,Nərimanov r.,5 otaqlı,5/17 mərtəbə,230 m²,680 000,AZN,2024-06-07,Təmirsiz,Çıxarış var
9805,Memar Əcəmi m.,2 otaqlı,3/18 mərtəbə,85 m²,185 000,AZN,2024-11-15,Təmirli,Çıxarış var
9806,Elmlər Akademiyası m.,2 otaqlı,2/17 mərtəbə,90 m²,330 000,AZN,2024-10-31,Təmirli,Çıxarış var
9807,Memar Əcəmi m.,2 otaqlı,4/16 mərtəbə,90 m²,193 000,AZN,2024-11-15,Təmirli,Çıxarış var
9808,Əhmədli m.,3 otaqlı,8/16 mərtəbə,108 m²,185 000,AZN,2024-10-24,Təmirli,Çıxarış var
9809,Nərimanov r.,4 otaqlı,6/20 mərtəbə,200.5 m²,600 000,AZN,2024-05-14,Təmirli,Çıxarış var
9810,Nəsimi m.,2 otaqlı,14/18 mərtəbə,95 m²,160 000,AZN,2024-11-15,Təmirli,Müqavilə
9811,Nərimanov r.,4 otaqlı,12/17 mərtəbə,155 m²,430 000,AZN,2024-06-07,Təmirsiz,Çıxarış var
9812,Yeni Yasamal q.,3 otaqlı,2/17 mərtəbə,153 m²,243 000,AZN,2024-11-06,Təmirli,Müqavilə
9813,İçəri Şəhər m.,4 otaqlı,8/9 mərtəbə,135.5 m²,310 000,AZN,2024-04-26,Təmirli,Çıxarış var
9814,Elmlər Akademiyası m.,4 otaqlı,3/18 mərtəbə,147 m²,465 000,AZN,2024-11-12,Təmirli,Çıxarış var
9815,Yasamal q.,2 otaqlı,2/9 mərtəbə,62 m²,160 000,AZN,2024-11-01,Təmirli,Çıxarış var
9816,Elmlər Akademiyası m.,3 otaqlı,26/27 mərtəbə,110.5 m²,399 000,AZN,2024-07-15,Təmirli,Çıxarış var
9817,Sahil m.,4 otaqlı,7/14 mərtəbə,185 m²,1 100 000,AZN,2024-11-12,Təmirli,Çıxarış var
9818,Elmlər Akademiyası m.,3 otaqlı,14/18 mərtəbə,130 m²,340 000,AZN,2024-05-08,Təmirli,Çıxarış var
9819,Elmlər Akademiyası m.,3 otaqlı,8/10 mərtəbə,141 m²,450 000,AZN,2024-09-11,Təmirli,Çıxarış var
